"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"RUS","YRLIFELOST","TOT","100000HAB_0_69","A","1980",33730.4,
"RUS","YRLIFELOST","TOT","100000HAB_0_69","A","1981",33296,
"RUS","YRLIFELOST","TOT","100000HAB_0_69","A","1982",31938.9,
"RUS","YRLIFELOST","TOT","100000HAB_0_69","A","1983",32141.1,
"RUS","YRLIFELOST","TOT","100000HAB_0_69","A","1984",33178.5,
"RUS","YRLIFELOST","TOT","100000HAB_0_69","A","1985",30965.7,
"RUS","YRLIFELOST","TOT","100000HAB_0_69","A","1986",26839.3,
"RUS","YRLIFELOST","TOT","100000HAB_0_69","A","1987",26582.7,
"RUS","YRLIFELOST","TOT","100000HAB_0_69","A","1988",27039.9,
"RUS","YRLIFELOST","TOT","100000HAB_0_69","A","1989",27977.4,
"RUS","YRLIFELOST","TOT","100000HAB_0_69","A","1990",28825,
"RUS","YRLIFELOST","TOT","100000HAB_0_69","A","1991",29620.2,
"RUS","YRLIFELOST","TOT","100000HAB_0_69","A","1992",32790.7,
"RUS","YRLIFELOST","TOT","100000HAB_0_69","A","1993",40357.8,
"RUS","YRLIFELOST","TOT","100000HAB_0_69","A","1994",44295.8,
"RUS","YRLIFELOST","TOT","100000HAB_0_69","A","1995",42388.2,
"RUS","YRLIFELOST","TOT","100000HAB_0_69","A","1996",38488.2,
"RUS","YRLIFELOST","TOT","100000HAB_0_69","A","1997",35410.3,
"RUS","YRLIFELOST","TOT","100000HAB_0_69","A","1998",34631.4,
"RUS","YRLIFELOST","TOT","100000HAB_0_69","A","1999",18943.1,"B"
"RUS","YRLIFELOST","TOT","100000HAB_0_69","A","2000",19996.8,
"RUS","YRLIFELOST","TOT","100000HAB_0_69","A","2001",20189.9,
"RUS","YRLIFELOST","TOT","100000HAB_0_69","A","2002",20518.3,
"RUS","YRLIFELOST","TOT","100000HAB_0_69","A","2003",20684.8,
"RUS","YRLIFELOST","TOT","100000HAB_0_69","A","2004",20190.5,
"RUS","YRLIFELOST","TOT","100000HAB_0_69","A","2005",20193.5,
"RUS","YRLIFELOST","TOT","100000HAB_0_69","A","2006",18285.8,
"RUS","YRLIFELOST","TOT","100000HAB_0_69","A","2007",17046.6,
"RUS","YRLIFELOST","TOT","100000HAB_0_69","A","2008",16548.7,
"RUS","YRLIFELOST","TOT","100000HAB_0_69","A","2009",15540.3,
"RUS","YRLIFELOST","TOT","100000HAB_0_69","A","2010",15218.5,
"RUS","YRLIFELOST","TOT","100000HAB_0_69","A","2011",14318.7,
"RUS","YRLIFELOST","TOT","100000HAB_0_69","A","2012",13827.9,
"RUS","YRLIFELOST","TOT","100000HAB_0_69","A","2013",13342.6,
"SVN","YRLIFELOST","TOT","100000HAB_0_69","A","1985",10363.3,
"SVN","YRLIFELOST","TOT","100000HAB_0_69","A","1986",9863.5,
"SVN","YRLIFELOST","TOT","100000HAB_0_69","A","1987",10225.6,
"SVN","YRLIFELOST","TOT","100000HAB_0_69","A","1988",9631,
"SVN","YRLIFELOST","TOT","100000HAB_0_69","A","1989",9342.6,
"SVN","YRLIFELOST","TOT","100000HAB_0_69","A","1990",8642.9,
"SVN","YRLIFELOST","TOT","100000HAB_0_69","A","1991",9036,
"SVN","YRLIFELOST","TOT","100000HAB_0_69","A","1992",9014.1,
"SVN","YRLIFELOST","TOT","100000HAB_0_69","A","1993",9088.2,
"SVN","YRLIFELOST","TOT","100000HAB_0_69","A","1994",8799.2,
"SVN","YRLIFELOST","TOT","100000HAB_0_69","A","1995",8103.7,
"SVN","YRLIFELOST","TOT","100000HAB_0_69","A","1996",7848.5,
"SVN","YRLIFELOST","TOT","100000HAB_0_69","A","1997",7753.2,"B"
"SVN","YRLIFELOST","TOT","100000HAB_0_69","A","1998",7709.7,
"SVN","YRLIFELOST","TOT","100000HAB_0_69","A","1999",7391.5,
"SVN","YRLIFELOST","TOT","100000HAB_0_69","A","2000",7085.6,
"SVN","YRLIFELOST","TOT","100000HAB_0_69","A","2001",7036.1,
"SVN","YRLIFELOST","TOT","100000HAB_0_69","A","2002",6737.4,
"SVN","YRLIFELOST","TOT","100000HAB_0_69","A","2003",6751.2,
"SVN","YRLIFELOST","TOT","100000HAB_0_69","A","2004",6389.5,
"SVN","YRLIFELOST","TOT","100000HAB_0_69","A","2005",6046.9,
"SVN","YRLIFELOST","TOT","100000HAB_0_69","A","2006",5813,
"SVN","YRLIFELOST","TOT","100000HAB_0_69","A","2007",5714.6,
"SVN","YRLIFELOST","TOT","100000HAB_0_69","A","2008",5204.4,
"SVN","YRLIFELOST","TOT","100000HAB_0_69","A","2009",5018.9,
"SVN","YRLIFELOST","TOT","100000HAB_0_69","A","2010",4802.7,
"SVN","YRLIFELOST","TOT","100000HAB_0_69","A","2011",4641,
"SVN","YRLIFELOST","TOT","100000HAB_0_69","A","2012",4439.3,
"SVN","YRLIFELOST","TOT","100000HAB_0_69","A","2013",4477.1,
"ZAF","YRLIFELOST","TOT","100000HAB_0_69","A","1993",14459.4,
"ZAF","YRLIFELOST","TOT","100000HAB_0_69","A","1994",16606.4,
"ZAF","YRLIFELOST","TOT","100000HAB_0_69","A","1995",16569.8,
"ZAF","YRLIFELOST","TOT","100000HAB_0_69","A","1996",19350.4,"B"
"ZAF","YRLIFELOST","TOT","100000HAB_0_69","A","1997",20634.2,
"ZAF","YRLIFELOST","TOT","100000HAB_0_69","A","1998",23660.4,
"ZAF","YRLIFELOST","TOT","100000HAB_0_69","A","1999",24883.7,
"ZAF","YRLIFELOST","TOT","100000HAB_0_69","A","2000",26809.1,
"ZAF","YRLIFELOST","TOT","100000HAB_0_69","A","2001",29142.4,
"ZAF","YRLIFELOST","TOT","100000HAB_0_69","A","2002",32255.4,
"ZAF","YRLIFELOST","TOT","100000HAB_0_69","A","2003",35454.2,
"ZAF","YRLIFELOST","TOT","100000HAB_0_69","A","2004",36669.5,
"ZAF","YRLIFELOST","TOT","100000HAB_0_69","A","2005",37593.5,
"ZAF","YRLIFELOST","TOT","100000HAB_0_69","A","2006",37841.9,
"ZAF","YRLIFELOST","TOT","100000HAB_0_69","A","2007",36795.3,
"ZAF","YRLIFELOST","TOT","100000HAB_0_69","A","2008",35655.9,
"ZAF","YRLIFELOST","TOT","100000HAB_0_69","A","2009",32984.3,
"ZAF","YRLIFELOST","TOT","100000HAB_0_69","A","2010",30643.2,
"ZAF","YRLIFELOST","TOT","100000HAB_0_69","A","2011",27489.2,
"ZAF","YRLIFELOST","TOT","100000HAB_0_69","A","2012",25615.4,
"ZAF","YRLIFELOST","TOT","100000HAB_0_69","A","2013",23285.6,
"COL","YRLIFELOST","TOT","100000HAB_0_69","A","1984",12407.1,"B"
"COL","YRLIFELOST","TOT","100000HAB_0_69","A","1985",13523.7,
"COL","YRLIFELOST","TOT","100000HAB_0_69","A","1986",12703.1,
"COL","YRLIFELOST","TOT","100000HAB_0_69","A","1987",10058.3,
"COL","YRLIFELOST","TOT","100000HAB_0_69","A","1988",9643,
"COL","YRLIFELOST","TOT","100000HAB_0_69","A","1989",9552.8,
"COL","YRLIFELOST","TOT","100000HAB_0_69","A","1990",11735.4,
"COL","YRLIFELOST","TOT","100000HAB_0_69","A","1991",12242.8,
"COL","YRLIFELOST","TOT","100000HAB_0_69","A","1992",12232.8,
"COL","YRLIFELOST","TOT","100000HAB_0_69","A","1993",12428.2,
"COL","YRLIFELOST","TOT","100000HAB_0_69","A","1994",11051.9,
"COL","YRLIFELOST","TOT","100000HAB_0_69","A","1995",10719.3,
"COL","YRLIFELOST","TOT","100000HAB_0_69","A","1996",10543.6,
"COL","YRLIFELOST","TOT","100000HAB_0_69","A","1997",10194.1,"B"
"COL","YRLIFELOST","TOT","100000HAB_0_69","A","1998",10287.1,
"COL","YRLIFELOST","TOT","100000HAB_0_69","A","1999",10585.2,
"COL","YRLIFELOST","TOT","100000HAB_0_69","A","2000",10696.9,
"COL","YRLIFELOST","TOT","100000HAB_0_69","A","2001",10560.7,
"COL","YRLIFELOST","TOT","100000HAB_0_69","A","2002",10231.3,
"COL","YRLIFELOST","TOT","100000HAB_0_69","A","2003",9310.6,
"COL","YRLIFELOST","TOT","100000HAB_0_69","A","2004",8915.4,
"COL","YRLIFELOST","TOT","100000HAB_0_69","A","2005",8709.2,
"COL","YRLIFELOST","TOT","100000HAB_0_69","A","2006",8216.2,
"COL","YRLIFELOST","TOT","100000HAB_0_69","A","2007",7836.6,
"COL","YRLIFELOST","TOT","100000HAB_0_69","A","2008",7685.8,
"COL","YRLIFELOST","TOT","100000HAB_0_69","A","2009",7659.5,
"COL","YRLIFELOST","TOT","100000HAB_0_69","A","2010",7322.4,
"COL","YRLIFELOST","TOT","100000HAB_0_69","A","2011",6898.3,
"COL","YRLIFELOST","TOT","100000HAB_0_69","A","2012",6751.8,
"COL","YRLIFELOST","TOT","100000HAB_0_69","A","2013",6567.6,
"LVA","YRLIFELOST","TOT","100000HAB_0_69","A","1980",29109.6,
"LVA","YRLIFELOST","TOT","100000HAB_0_69","A","1981",29577.1,
"LVA","YRLIFELOST","TOT","100000HAB_0_69","A","1982",28216.3,
"LVA","YRLIFELOST","TOT","100000HAB_0_69","A","1983",28657.4,
"LVA","YRLIFELOST","TOT","100000HAB_0_69","A","1984",28004.7,
"LVA","YRLIFELOST","TOT","100000HAB_0_69","A","1985",27039.8,
"LVA","YRLIFELOST","TOT","100000HAB_0_69","A","1986",24056.6,
"LVA","YRLIFELOST","TOT","100000HAB_0_69","A","1987",23568.3,
"LVA","YRLIFELOST","TOT","100000HAB_0_69","A","1988",23928.5,
"LVA","YRLIFELOST","TOT","100000HAB_0_69","A","1989",25929,
"LVA","YRLIFELOST","TOT","100000HAB_0_69","A","1990",27856.8,
"LVA","YRLIFELOST","TOT","100000HAB_0_69","A","1991",29278.5,
"LVA","YRLIFELOST","TOT","100000HAB_0_69","A","1992",31156.8,
"LVA","YRLIFELOST","TOT","100000HAB_0_69","A","1993",36219.9,
"LVA","YRLIFELOST","TOT","100000HAB_0_69","A","1994",39653.4,
"LVA","YRLIFELOST","TOT","100000HAB_0_69","A","1995",37292.1,
"LVA","YRLIFELOST","TOT","100000HAB_0_69","A","1996",15409.6,
"LVA","YRLIFELOST","TOT","100000HAB_0_69","A","1997",14485.8,
"LVA","YRLIFELOST","TOT","100000HAB_0_69","A","1998",14989.8,
"LVA","YRLIFELOST","TOT","100000HAB_0_69","A","1999",13712.8,
"LVA","YRLIFELOST","TOT","100000HAB_0_69","A","2000",13262.5,
"LVA","YRLIFELOST","TOT","100000HAB_0_69","A","2001",13931.8,
"LVA","YRLIFELOST","TOT","100000HAB_0_69","A","2002",13600.9,
"LVA","YRLIFELOST","TOT","100000HAB_0_69","A","2003",12850.4,
"LVA","YRLIFELOST","TOT","100000HAB_0_69","A","2004",12569.5,
"LVA","YRLIFELOST","TOT","100000HAB_0_69","A","2005",12923,
"LVA","YRLIFELOST","TOT","100000HAB_0_69","A","2006",13207.3,
"LVA","YRLIFELOST","TOT","100000HAB_0_69","A","2007",12902.3,
"LVA","YRLIFELOST","TOT","100000HAB_0_69","A","2008",11508.6,
"LVA","YRLIFELOST","TOT","100000HAB_0_69","A","2009",10820.4,
"LVA","YRLIFELOST","TOT","100000HAB_0_69","A","2010",10337.5,
"LVA","YRLIFELOST","TOT","100000HAB_0_69","A","2011",9819.8,
"LVA","YRLIFELOST","TOT","100000HAB_0_69","A","2012",9524.5,
"LVA","YRLIFELOST","TOT","100000HAB_0_69","A","2013",9366.1,
"LTU","YRLIFELOST","TOT","100000HAB_0_69","A","1981",27143.2,
"LTU","YRLIFELOST","TOT","100000HAB_0_69","A","1982",26683.5,
"LTU","YRLIFELOST","TOT","100000HAB_0_69","A","1985",25842.4,
"LTU","YRLIFELOST","TOT","100000HAB_0_69","A","1986",22232.5,
"LTU","YRLIFELOST","TOT","100000HAB_0_69","A","1987",22329.1,
"LTU","YRLIFELOST","TOT","100000HAB_0_69","A","1988",22803.3,
"LTU","YRLIFELOST","TOT","100000HAB_0_69","A","1989",24039.5,
"LTU","YRLIFELOST","TOT","100000HAB_0_69","A","1990",24302.7,
"LTU","YRLIFELOST","TOT","100000HAB_0_69","A","1991",27137.3,
"LTU","YRLIFELOST","TOT","100000HAB_0_69","A","1992",27439.4,
"LTU","YRLIFELOST","TOT","100000HAB_0_69","A","1993",15274,
"LTU","YRLIFELOST","TOT","100000HAB_0_69","A","1994",16061.5,
"LTU","YRLIFELOST","TOT","100000HAB_0_69","A","1995",15464,
"LTU","YRLIFELOST","TOT","100000HAB_0_69","A","1996",13919.4,
"LTU","YRLIFELOST","TOT","100000HAB_0_69","A","1997",12841.3,
"LTU","YRLIFELOST","TOT","100000HAB_0_69","A","1998",12494.6,
"LTU","YRLIFELOST","TOT","100000HAB_0_69","A","1999",12094.9,
"LTU","YRLIFELOST","TOT","100000HAB_0_69","A","2000",11746.9,
"LTU","YRLIFELOST","TOT","100000HAB_0_69","A","2001",12267.6,
"LTU","YRLIFELOST","TOT","100000HAB_0_69","A","2002",12011.4,
"LTU","YRLIFELOST","TOT","100000HAB_0_69","A","2003",11840.9,
"LTU","YRLIFELOST","TOT","100000HAB_0_69","A","2004",12044.1,
"LTU","YRLIFELOST","TOT","100000HAB_0_69","A","2005",12923.2,
"LTU","YRLIFELOST","TOT","100000HAB_0_69","A","2006",13292.7,
"LTU","YRLIFELOST","TOT","100000HAB_0_69","A","2007",13762.6,
"LTU","YRLIFELOST","TOT","100000HAB_0_69","A","2008",12572.6,
"LTU","YRLIFELOST","TOT","100000HAB_0_69","A","2009",11108.4,
"LTU","YRLIFELOST","TOT","100000HAB_0_69","A","2010",10706.1,
"LTU","YRLIFELOST","TOT","100000HAB_0_69","A","2011",10405.8,
"LTU","YRLIFELOST","TOT","100000HAB_0_69","A","2012",10015.7,
"LTU","YRLIFELOST","TOT","100000HAB_0_69","A","2013",9989.1,
"CRI","YRLIFELOST","TOT","100000HAB_0_69","A","1978",9729.5,
"CRI","YRLIFELOST","TOT","100000HAB_0_69","A","1979",10068.5,
"CRI","YRLIFELOST","TOT","100000HAB_0_69","A","1980",9673.8,"B"
"CRI","YRLIFELOST","TOT","100000HAB_0_69","A","1981",9144.9,
"CRI","YRLIFELOST","TOT","100000HAB_0_69","A","1982",8871,
"CRI","YRLIFELOST","TOT","100000HAB_0_69","A","1983",8268.3,
"CRI","YRLIFELOST","TOT","100000HAB_0_69","A","1985",8552.6,
"CRI","YRLIFELOST","TOT","100000HAB_0_69","A","1986",8479.1,
"CRI","YRLIFELOST","TOT","100000HAB_0_69","A","1987",8114.1,
"CRI","YRLIFELOST","TOT","100000HAB_0_69","A","1988",7747.6,
"CRI","YRLIFELOST","TOT","100000HAB_0_69","A","1989",7544.8,
"CRI","YRLIFELOST","TOT","100000HAB_0_69","A","1990",7499.7,
"CRI","YRLIFELOST","TOT","100000HAB_0_69","A","1991",7339.4,
"CRI","YRLIFELOST","TOT","100000HAB_0_69","A","1992",7408.1,
"CRI","YRLIFELOST","TOT","100000HAB_0_69","A","1993",7304.4,
"CRI","YRLIFELOST","TOT","100000HAB_0_69","A","1994",7525.3,
"CRI","YRLIFELOST","TOT","100000HAB_0_69","A","1995",7507.1,
"CRI","YRLIFELOST","TOT","100000HAB_0_69","A","1996",6807.7,
"CRI","YRLIFELOST","TOT","100000HAB_0_69","A","1997",7036.7,"B"
"CRI","YRLIFELOST","TOT","100000HAB_0_69","A","1998",6790.9,
"CRI","YRLIFELOST","TOT","100000HAB_0_69","A","1999",6757.5,
"CRI","YRLIFELOST","TOT","100000HAB_0_69","A","2000",6291.1,
"CRI","YRLIFELOST","TOT","100000HAB_0_69","A","2001",6305.4,
"CRI","YRLIFELOST","TOT","100000HAB_0_69","A","2002",6145.1,
"CRI","YRLIFELOST","TOT","100000HAB_0_69","A","2003",6107.1,
"CRI","YRLIFELOST","TOT","100000HAB_0_69","A","2004",6056.3,
"CRI","YRLIFELOST","TOT","100000HAB_0_69","A","2005",5622.3,
"CRI","YRLIFELOST","TOT","100000HAB_0_69","A","2006",6016.8,
"CRI","YRLIFELOST","TOT","100000HAB_0_69","A","2007",5389.9,
"CRI","YRLIFELOST","TOT","100000HAB_0_69","A","2008",5507.6,
"CRI","YRLIFELOST","TOT","100000HAB_0_69","A","2009",5325.7,
"CRI","YRLIFELOST","TOT","100000HAB_0_69","A","2010",5956.3,
"CRI","YRLIFELOST","TOT","100000HAB_0_69","A","2011",5567.2,
"CRI","YRLIFELOST","TOT","100000HAB_0_69","A","2012",5456.7,
"CRI","YRLIFELOST","TOT","100000HAB_0_69","A","2013",5394.4,
