"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"RUS","DEATHCANCER","TOT","100000PER","A","2002",219.6,
"RUS","DEATHCANCER","TOT","100000PER","A","2003",219.2,
"RUS","DEATHCANCER","TOT","100000PER","A","2004",218.5,
"RUS","DEATHCANCER","TOT","100000PER","A","2005",216.4,
"RUS","DEATHCANCER","TOT","100000PER","A","2006",214.1,
"RUS","DEATHCANCER","TOT","100000PER","A","2007",214,
"RUS","DEATHCANCER","TOT","100000PER","A","2008",213.7,
"RUS","DEATHCANCER","TOT","100000PER","A","2009",216.1,
"RUS","DEATHCANCER","TOT","100000PER","A","2010",211.6,
"RUS","DEATHCANCER","TOT","100000PER","A","2011",208.9,
"RUS","DEATHCANCER","TOT","100000PER","A","2012",205,
"RUS","DEATHCANCER","TOT","100000PER","A","2013",203.6,
"RUS","DEATHCANCER","TOT","100000PER","A","2014",203.5,
"SVN","DEATHCANCER","TOT","100000PER","A","1985",260.9,
"SVN","DEATHCANCER","TOT","100000PER","A","1986",254.2,
"SVN","DEATHCANCER","TOT","100000PER","A","1987",256.8,
"SVN","DEATHCANCER","TOT","100000PER","A","1988",258.8,
"SVN","DEATHCANCER","TOT","100000PER","A","1989",255.1,
"SVN","DEATHCANCER","TOT","100000PER","A","1990",256.4,
"SVN","DEATHCANCER","TOT","100000PER","A","1991",270.6,
"SVN","DEATHCANCER","TOT","100000PER","A","1992",270.9,
"SVN","DEATHCANCER","TOT","100000PER","A","1993",278.9,
"SVN","DEATHCANCER","TOT","100000PER","A","1994",263.1,
"SVN","DEATHCANCER","TOT","100000PER","A","1995",268.4,
"SVN","DEATHCANCER","TOT","100000PER","A","1996",267.9,
"SVN","DEATHCANCER","TOT","100000PER","A","1997",278.1,"B"
"SVN","DEATHCANCER","TOT","100000PER","A","1998",267.8,
"SVN","DEATHCANCER","TOT","100000PER","A","1999",264.4,
"SVN","DEATHCANCER","TOT","100000PER","A","2000",260.7,
"SVN","DEATHCANCER","TOT","100000PER","A","2001",259.9,
"SVN","DEATHCANCER","TOT","100000PER","A","2002",262.3,
"SVN","DEATHCANCER","TOT","100000PER","A","2003",259.8,
"SVN","DEATHCANCER","TOT","100000PER","A","2004",254.9,
"SVN","DEATHCANCER","TOT","100000PER","A","2005",252.7,
"SVN","DEATHCANCER","TOT","100000PER","A","2006",255.2,
"SVN","DEATHCANCER","TOT","100000PER","A","2007",260.9,
"SVN","DEATHCANCER","TOT","100000PER","A","2008",262,
"SVN","DEATHCANCER","TOT","100000PER","A","2009",258.2,
"SVN","DEATHCANCER","TOT","100000PER","A","2010",257.3,
"SVN","DEATHCANCER","TOT","100000PER","A","2011",249.8,
"SVN","DEATHCANCER","TOT","100000PER","A","2012",242.3,
"SVN","DEATHCANCER","TOT","100000PER","A","2013",247.8,
"SVN","DEATHCANCER","TOT","100000PER","A","2014",235.1,
"ZAF","DEATHCANCER","TOT","100000PER","A","1993",178.9,
"ZAF","DEATHCANCER","TOT","100000PER","A","1994",200.3,
"ZAF","DEATHCANCER","TOT","100000PER","A","1995",190.2,
"ZAF","DEATHCANCER","TOT","100000PER","A","1996",208.5,"B"
"ZAF","DEATHCANCER","TOT","100000PER","A","1997",208.9,
"ZAF","DEATHCANCER","TOT","100000PER","A","1998",212.6,
"ZAF","DEATHCANCER","TOT","100000PER","A","1999",215,
"ZAF","DEATHCANCER","TOT","100000PER","A","2000",213.4,
"ZAF","DEATHCANCER","TOT","100000PER","A","2001",206.2,
"ZAF","DEATHCANCER","TOT","100000PER","A","2002",203.1,
"ZAF","DEATHCANCER","TOT","100000PER","A","2003",203,
"ZAF","DEATHCANCER","TOT","100000PER","A","2004",200.4,
"ZAF","DEATHCANCER","TOT","100000PER","A","2005",199.7,
"ZAF","DEATHCANCER","TOT","100000PER","A","2006",191.5,
"ZAF","DEATHCANCER","TOT","100000PER","A","2007",190.4,
"ZAF","DEATHCANCER","TOT","100000PER","A","2008",182.5,
"ZAF","DEATHCANCER","TOT","100000PER","A","2009",185,
"ZAF","DEATHCANCER","TOT","100000PER","A","2010",184.8,
"ZAF","DEATHCANCER","TOT","100000PER","A","2011",185,
"ZAF","DEATHCANCER","TOT","100000PER","A","2012",180.9,
"ZAF","DEATHCANCER","TOT","100000PER","A","2013",175.5,
"ZAF","DEATHCANCER","TOT","100000PER","A","2014",176.2,
"COL","DEATHCANCER","TOT","100000PER","A","1984",212.6,"B"
"COL","DEATHCANCER","TOT","100000PER","A","1985",228.6,
"COL","DEATHCANCER","TOT","100000PER","A","1986",223.7,
"COL","DEATHCANCER","TOT","100000PER","A","1987",147.5,
"COL","DEATHCANCER","TOT","100000PER","A","1988",140.2,
"COL","DEATHCANCER","TOT","100000PER","A","1989",141.5,
"COL","DEATHCANCER","TOT","100000PER","A","1990",177.7,
"COL","DEATHCANCER","TOT","100000PER","A","1991",179.7,
"COL","DEATHCANCER","TOT","100000PER","A","1992",181.6,
"COL","DEATHCANCER","TOT","100000PER","A","1993",175.2,
"COL","DEATHCANCER","TOT","100000PER","A","1994",176.5,
"COL","DEATHCANCER","TOT","100000PER","A","1995",176.1,
"COL","DEATHCANCER","TOT","100000PER","A","1996",176.8,
"COL","DEATHCANCER","TOT","100000PER","A","1997",178.1,"B"
"COL","DEATHCANCER","TOT","100000PER","A","1998",177.6,
"COL","DEATHCANCER","TOT","100000PER","A","1999",179.8,
"COL","DEATHCANCER","TOT","100000PER","A","2000",179.5,
"COL","DEATHCANCER","TOT","100000PER","A","2001",173.5,
"COL","DEATHCANCER","TOT","100000PER","A","2002",174.9,
"COL","DEATHCANCER","TOT","100000PER","A","2003",177.9,
"COL","DEATHCANCER","TOT","100000PER","A","2004",173.5,
"COL","DEATHCANCER","TOT","100000PER","A","2005",156.3,
"COL","DEATHCANCER","TOT","100000PER","A","2006",167.3,
"COL","DEATHCANCER","TOT","100000PER","A","2007",167.8,
"COL","DEATHCANCER","TOT","100000PER","A","2008",163.2,
"COL","DEATHCANCER","TOT","100000PER","A","2009",159.7,
"COL","DEATHCANCER","TOT","100000PER","A","2010",157.6,
"COL","DEATHCANCER","TOT","100000PER","A","2011",148.1,
"COL","DEATHCANCER","TOT","100000PER","A","2012",150.4,
"COL","DEATHCANCER","TOT","100000PER","A","2013",151.9,
"COL","DEATHCANCER","TOT","100000PER","A","2014",155.1,
"LVA","DEATHCANCER","TOT","100000PER","A","1980",217.8,
"LVA","DEATHCANCER","TOT","100000PER","A","1981",218,
"LVA","DEATHCANCER","TOT","100000PER","A","1982",224.9,
"LVA","DEATHCANCER","TOT","100000PER","A","1983",228.5,
"LVA","DEATHCANCER","TOT","100000PER","A","1984",234.1,
"LVA","DEATHCANCER","TOT","100000PER","A","1985",236.7,
"LVA","DEATHCANCER","TOT","100000PER","A","1986",235.6,
"LVA","DEATHCANCER","TOT","100000PER","A","1987",247.3,
"LVA","DEATHCANCER","TOT","100000PER","A","1988",239.5,
"LVA","DEATHCANCER","TOT","100000PER","A","1989",251.8,
"LVA","DEATHCANCER","TOT","100000PER","A","1990",250.6,
"LVA","DEATHCANCER","TOT","100000PER","A","1991",251.8,
"LVA","DEATHCANCER","TOT","100000PER","A","1992",249.3,
"LVA","DEATHCANCER","TOT","100000PER","A","1993",246.7,
"LVA","DEATHCANCER","TOT","100000PER","A","1994",254.6,
"LVA","DEATHCANCER","TOT","100000PER","A","1995",251.6,
"LVA","DEATHCANCER","TOT","100000PER","A","1996",231.9,
"LVA","DEATHCANCER","TOT","100000PER","A","1997",230.2,
"LVA","DEATHCANCER","TOT","100000PER","A","1998",237.4,
"LVA","DEATHCANCER","TOT","100000PER","A","1999",240.5,
"LVA","DEATHCANCER","TOT","100000PER","A","2000",235.3,
"LVA","DEATHCANCER","TOT","100000PER","A","2001",240.9,
"LVA","DEATHCANCER","TOT","100000PER","A","2002",235.8,
"LVA","DEATHCANCER","TOT","100000PER","A","2003",240.5,
"LVA","DEATHCANCER","TOT","100000PER","A","2004",239.2,
"LVA","DEATHCANCER","TOT","100000PER","A","2005",242.6,
"LVA","DEATHCANCER","TOT","100000PER","A","2006",250.3,
"LVA","DEATHCANCER","TOT","100000PER","A","2007",245,
"LVA","DEATHCANCER","TOT","100000PER","A","2008",240.8,
"LVA","DEATHCANCER","TOT","100000PER","A","2009",245.1,
"LVA","DEATHCANCER","TOT","100000PER","A","2010",248,
"LVA","DEATHCANCER","TOT","100000PER","A","2011",241.5,
"LVA","DEATHCANCER","TOT","100000PER","A","2012",244.7,
"LVA","DEATHCANCER","TOT","100000PER","A","2013",241.5,
"LVA","DEATHCANCER","TOT","100000PER","A","2014",240.7,
"LTU","DEATHCANCER","TOT","100000PER","A","1981",221.5,
"LTU","DEATHCANCER","TOT","100000PER","A","1982",223.7,
"LTU","DEATHCANCER","TOT","100000PER","A","1985",230.2,
"LTU","DEATHCANCER","TOT","100000PER","A","1986",228.7,
"LTU","DEATHCANCER","TOT","100000PER","A","1987",232.2,
"LTU","DEATHCANCER","TOT","100000PER","A","1988",237.4,
"LTU","DEATHCANCER","TOT","100000PER","A","1989",239.2,
"LTU","DEATHCANCER","TOT","100000PER","A","1990",249.2,
"LTU","DEATHCANCER","TOT","100000PER","A","1991",250.2,
"LTU","DEATHCANCER","TOT","100000PER","A","1992",256.2,
"LTU","DEATHCANCER","TOT","100000PER","A","1993",240.8,
"LTU","DEATHCANCER","TOT","100000PER","A","1994",237.6,
"LTU","DEATHCANCER","TOT","100000PER","A","1995",241.5,
"LTU","DEATHCANCER","TOT","100000PER","A","1996",238.2,
"LTU","DEATHCANCER","TOT","100000PER","A","1997",234.9,
"LTU","DEATHCANCER","TOT","100000PER","A","1998",239.2,
"LTU","DEATHCANCER","TOT","100000PER","A","1999",242.8,
"LTU","DEATHCANCER","TOT","100000PER","A","2000",242.9,
"LTU","DEATHCANCER","TOT","100000PER","A","2001",243,
"LTU","DEATHCANCER","TOT","100000PER","A","2002",239.7,
"LTU","DEATHCANCER","TOT","100000PER","A","2003",236.7,
"LTU","DEATHCANCER","TOT","100000PER","A","2004",236.3,
"LTU","DEATHCANCER","TOT","100000PER","A","2005",238.3,
"LTU","DEATHCANCER","TOT","100000PER","A","2006",238.4,
"LTU","DEATHCANCER","TOT","100000PER","A","2007",241.1,
"LTU","DEATHCANCER","TOT","100000PER","A","2008",240.1,
"LTU","DEATHCANCER","TOT","100000PER","A","2009",234.4,
"LTU","DEATHCANCER","TOT","100000PER","A","2010",232.2,
"LTU","DEATHCANCER","TOT","100000PER","A","2011",231.4,
"LTU","DEATHCANCER","TOT","100000PER","A","2012",226.5,
"LTU","DEATHCANCER","TOT","100000PER","A","2013",221.9,
"LTU","DEATHCANCER","TOT","100000PER","A","2014",224.5,
"CRI","DEATHCANCER","TOT","100000PER","A","1978",229.7,
"CRI","DEATHCANCER","TOT","100000PER","A","1979",236.5,
"CRI","DEATHCANCER","TOT","100000PER","A","1980",228.4,"B"
"CRI","DEATHCANCER","TOT","100000PER","A","1981",239.4,
"CRI","DEATHCANCER","TOT","100000PER","A","1982",266.3,
"CRI","DEATHCANCER","TOT","100000PER","A","1983",203.1,
"CRI","DEATHCANCER","TOT","100000PER","A","1985",292.1,
"CRI","DEATHCANCER","TOT","100000PER","A","1986",281.6,
"CRI","DEATHCANCER","TOT","100000PER","A","1987",299.4,
"CRI","DEATHCANCER","TOT","100000PER","A","1988",305.9,
"CRI","DEATHCANCER","TOT","100000PER","A","1989",289.8,
"CRI","DEATHCANCER","TOT","100000PER","A","1990",240.4,
"CRI","DEATHCANCER","TOT","100000PER","A","1991",249.5,
"CRI","DEATHCANCER","TOT","100000PER","A","1992",257.7,
"CRI","DEATHCANCER","TOT","100000PER","A","1993",253,
"CRI","DEATHCANCER","TOT","100000PER","A","1994",249.5,
"CRI","DEATHCANCER","TOT","100000PER","A","1995",251.5,
"CRI","DEATHCANCER","TOT","100000PER","A","1996",204.6,
"CRI","DEATHCANCER","TOT","100000PER","A","1997",189.3,"B"
"CRI","DEATHCANCER","TOT","100000PER","A","1998",192.4,
"CRI","DEATHCANCER","TOT","100000PER","A","1999",192,
"CRI","DEATHCANCER","TOT","100000PER","A","2000",185.7,
"CRI","DEATHCANCER","TOT","100000PER","A","2001",195.7,
"CRI","DEATHCANCER","TOT","100000PER","A","2002",173,
"CRI","DEATHCANCER","TOT","100000PER","A","2003",183.7,
"CRI","DEATHCANCER","TOT","100000PER","A","2004",181.1,
"CRI","DEATHCANCER","TOT","100000PER","A","2005",164.5,
"CRI","DEATHCANCER","TOT","100000PER","A","2006",165.2,
"CRI","DEATHCANCER","TOT","100000PER","A","2007",154.3,
"CRI","DEATHCANCER","TOT","100000PER","A","2008",150.7,
"CRI","DEATHCANCER","TOT","100000PER","A","2009",150.6,
"CRI","DEATHCANCER","TOT","100000PER","A","2010",170,
"CRI","DEATHCANCER","TOT","100000PER","A","2011",161.7,
"CRI","DEATHCANCER","TOT","100000PER","A","2012",158.7,
"CRI","DEATHCANCER","TOT","100000PER","A","2013",157.2,
"CRI","DEATHCANCER","TOT","100000PER","A","2014",156,
